"comment","like_count","panjang"
"alhamdulillah dengan mendengarkan dakwah mendapat pencerahan","0","60"
"sedang berada dimasa yang sangat sulit, bukan allah yang memberi kesulitan tapi aku sendiri yang menciptakan kesulitan. berawal dari lingkungan yg beberapa org bermain judi online, aku tak menyalahkan mereka, aku menyalahkan diriku sendiri dan menyadari betapa tipisnya imanku. hingga kini terlilit hutang pinjaman online dibanyak aplikasi. tak ada apa2 yg bisa dijual untuk menutupi hutang. hampir putus asa tapi aku harus bangkit agar anakku tidak hidup terlantar. doakan aku agar tetap bisa menjalani semua ini dan segera terlepas dari semua ini. ampuni aku ya allah ampuni aku ya allah ampuni aku ya allah","0","609"
"assalamualaikum warahmatullahi wabarakatuh semoga sehat selalu pa ustadz, dan selalu dalam lindungan allah swt tabarakallah wa'alaikum","0","134"
"jazakumullahu khairan katsiran wa jazakumullah ahsanal jaza. semoga allah swt akan membalas kalian dengan kebaikan yang banyak dan semoga allah swt akan membalas kalian dengan balasan yang terbaik.","0","197"
"lg diposisi suami usahanya seret dan mau tutup, sy kerja tp 2bln blm gajian yaa allah kabulkan doa doa hamba :(","1","111"
"asslamualaikum pa ustad ..semoga pahalanya berka untuk muslimin dan muslimat ..amin.amin .doa kan keluaga saeri dan anak saeri .dunia dan akerat .amin","0","150"
"sedang mengalami penipuan dengan kerugian yang cukup besar bagi saya, lagi kerjain sesuatu buat survive di fase ini sambil dengerin poadcast tiba2 muncul konten ini. masyaallah, semoga di balik musibah ada berkah yang menunggu di ujung jalan. amin","0","247"
"masyaallah saya uda bbrp kali dlm keterpurukan.mohon doa agar suami saya bisa istiqomah dlm hidayah yg skrg uda mau shalat n beribadah lain.sm9ga beliau tdk mengulangi kesalahan yg slalu berulang2.alhamdulillah trimakasih ustadz atas pencerahannya","0","247"
"ya allah smga hamba sll diberi ketenangan dan ketabahan sprt rosulullah","0","71"
"p.ustad ....orang tua sy ada keinginan haji atau umroh , tp biayanya selalu terpakai untuk bantu anak2nya yg sangat membutuhkan pertolongan , mohon dido'akan ustad semoga allah memberi jalan agar ibu saya bisa umroh sebelum tutup usia","2","234"
"ya allah hamba punya masalah karena hamba tidak mendengarkan keluarga dan teman dan penyesalan akhirnya datang, hanya bisa istighfar dan semoga allah memberikan ketenangan. terima kasih ustadz atas tausiah nya. semoga ustadz sehat selalu. aamiin.","0","246"
"semoga dg mendengar kajian ini membuat hatiku lbh tenang dan memudahkan urusan dan masalah yg sedang aku hadapi sekarang amiiiin","0","128"
"assalamualaikum... salam santun...pak ustadz... allah huma soliala muhammad yarobisoli aliwalim.. amin yarobalalamin","0","116"
"masya allah.. trimakasih ustad tausyiah sangat bermanfaat.. semoga kita bisa menghadapi ujian dengan lapang dada.. aamiin","0","121"
"bukankah setiap makhluk ciptaannya selalu mendapat ujian dr nya tinggal bagaimana kita menyikapinya , selalu libatkan alloh dlm setiap masalah sekecil apapun itu . 5:13 5:14","0","173"
"saya sedang mengandung anak ke 3 dan sedang mengalami bnyak hal sulit terutma beban hutang seringkali berfikir untuk bundir karna tak ada yang mau bantu saya dan suami berjuang sendiri sehingga banyak benda yang dijual mohon doa nya dari teman2 sesama mulimin dan muslimat agar saya segera bebas dari jerat hutang dan istikomah di jalan allah,, terimakasih yang sudah mendoakan","0","377"
"masyaallah, kajian dalam video ini sangat dalam dan menyentuh. mengingatkan kita bahwa setiap masalah dalam hidup sebenarnya bukan untuk membebani, tapi untuk meningkatkan kualitas diri kita. penjelasan tentang surat ad-duha dan al-insyirah juga sangat bagus, karena mengajarkan kita untuk tetap tenang, tidak berputus asa, dan selalu yakin bahwa allah tidak akan meninggalkan hamba-nya. saya juga sangat suka bagian yang menjelaskan bahwa kritik dan perbedaan pendapat itu hal yang wajar dalam hidup, sehingga kita harus lebih kuat dan sabar dalam menghadapinya. semoga kita semua bisa mengambil pelajaran dan semakin kuat iman serta tawakal kita.","0","648"
"teman-teman apa yang disampaikan dalam ceramah ini sudah saya alami sendiri, ujian demi ujian yang datang sampai sampai saya hampir menyerah tetapi dengan keyakinan dan huznudon berprasangka baik kepada allah swt semua ujian itu saya lewati saya nikmati dengan hati yang sabar, tabah dan keyakinan bahwa ada hal baik yang allah akan berikan setelah ini, dan ternyata masyaallah dengan kuasamu sekarang sudah lebih baik,,,amin,,,,","0","429"
"subhanallah, saya tercerahkan..terima kasih ya allah ketemu vidio ustadz adi hidayat","0","84"
"saya ngasat suka mendengarkan ceramah ustadz adi hidayat","0","56"
"dulu aku diuji harus menafkahi ibuku dan kakakku karena ditinggal menikah ayah, sekarang ayah meninggal aku harus menafkahi adik sebapakku, isterinya dan keluarga barunya ya allah kuatkalah aku dan berikanlah hamba rizki yang berlimpah untuk keluarga kami","1","255"
"semoga sehat selalu ustadz, selalu dlm lindungan allah swt, aamiin","0","66"
"saya lg mengalami ujian sekarang mohon doa nya kepada bpk ustadz adi hidayat agar masalah saya segera terselesaikan dan tidak perkepanjangan terima kasih","0","153"
"terkadang terasa sllu allah uji tapi kami yakin dngan ujian ini allah mmberi pelajaran hidup kepada kluarga kami","0","112"
"10.2.2026 sdg mengalami 'kiamat kecil' dilalui sebatang kara alhamdulillah allah mudahkan segala urusannya ingat kita masih punya allah","0","135"
"masyaallah..... alhamdulillah bisa tenang hati mdengar tausiyah ustaz trimakasih smg bermanfaat","0","95"
"semoga allah memberi rezeki banyak sperti air zam zam.. aamiinn","0","63"
"semoga setelah mendengar tausiyah dari ustaz sy bertambah kuat iman sy dan dan istiqomah.aaamiin allahuma aaamiiin","0","114"
"bismillah ya allah terimakasih kajian nya ustadz, do'a kan kami lulus dalam ujian ini... alhamdulillah jama'ah umroh saya 2 kali gagal berangkat di thn ini krn ustadz yang saya percaya setor uang malah terpakai, alhamdulillah jama'ah 31 org kami kuatkan dari kajian2 ustadz... kelak kami bisa berangkat umroh bersama ustadz dr tim jambi... dan kami bisa undang ustadz adi ceramah di kampung kami jambi... aamiin aamiin ya rabbal 'alamiin bismillah","1","447"
"insaallah selalu menyimak episode pencerahan dari ustadz ,sumberejo trucuk,bojonegoro ,jatim","0","92"
"alhamdulillah... jazakallah katsiran ustadz ilmunya.","0","52"
"betul pak ustadz teori lebih mudah daripada melakukan","0","53"
"semoga kita semuanya bisa terbebas dr hutang2 riba dan secepatnya bisa melunasinya, mungkin ini adalah petunjuk dari allah swt untuk menguji keimanan dan ketakwaan. karena sekarang saya sedang di fase ingin benar-benar jauh dari riba dan madorot lainnya. bertahun tahun saya diuji oleh allah swt, seakan-akan benar rasanya hampir di miskinkan karna semua itu. sampai detik inipun masalah itu belum selesai. namun hati selalu mengingatkan kepada allah swt. alhamdulillah, ketenangan selalu saya dapatkan dan rasa syukur saya panjatkan atas rejeki lain yaitu kesehatan . meski masalah saya belum beres terkait jauh dari riba yaitu hutang. semoga masalah yang saya hadapi akan cepat selesai karna saya yakin insyallah allah swt akan senantiasa membantu umatnya yang ikhtihar dan tawakal untuk menjalani masalah ini dengan ridho dan ikhlas. aammiiin...","0","848"
"aku berada di fase tersulit cari perkejaan udah interview enggak lolos tapi saya pantang menyerah dan terus istiqomah kepada allah swt dan yakin akan pertolongan nya,semoga segera saya diberi kemudahan dan dapat pekerjaan apa saja aminn","0","236"
"lg di ksh nikmat kesehatan dr allah..tibamuncul diberanda..semoga bs jd motivasi melewati smua ini..doakan ikhtiar sehat sy dengan mengharap ridho allah menjadi wasilah kesehatan saya.. aamiin...","0","195"
"sehat dan sukses selalu aminn pak ustadz adi hidayat salam dari pendalian pekanbaru riau hadir","0","94"
"alhamdulillah pak ustadz, penyampaiannya sangat santun dan mudah dipahami. terima kasih atas nasihatnya dan solusinya","0","117"
"sekarang desember 2024, saya kembali ke sini untuk tetap ""waras"". jazakumullahu khair, ustadz adi dan tim quantum akhyar..","0","122"
"ya allah , selesaikanlah masalah kami dg ridhomu dg rahmadmu jangan dg marahmu ya allah dan ampunilah dosa "" hamba.aamiin yra.","0","126"
"maa syaa allah, terima kasih banyak informasinya pak ustadz. barakallah pak ustadz aamiin","0","89"
"sedang dipase ini.. semoga allah mudahkan menghadapinya..","0","57"
"alhamdulillahi aamiin allahumma aamiin ya sayyidi ya rasulullah saw aamiin ya rabbal alamiin swt terimakasih ya allah dlm lindungan - mu selalu dlm pertolongan - mu ya allah bila hamba memohon rezeki selalu di datangkan apa yg walau cukup utk makan dan beli obat gosok di mudahkan minta selalu sehat wal ' afiat hamba ber syukur selalu ingat kpd engkau ya allah selalu memohon dlm lindungan engkau ya allah swt azza wa jalla ya dzal jalaa li wa ikrom di mana saja berada meminta rezeki yg cukup halal dan barokah kun fayakun aamiin ya robbal alamiin qobiltu pak ustad","0","567"
"ada kekuatan dalam diri kita yang hanya tumbuh saat hati kita remuk... dan ternyata ujian di dunia itu tidaklah buruk, karena disitu allah sedang ingin hambanya mendekat kepadanya. selain itu bisa meningkatkan level kesabaran kita, dimana orang yang sabar akan masuk surga tanpa hisab. bayangkan betapa baiknya allah kepada hambanya dengan segala cara-nya, yang kadang diluar nalar manusia itu sendiri.. percayalah, allah itu maha baik","0","435"
"assalamualaikum ustadz sy banyak belajar dari ustadz trimkasih semoga sht slalu","0","79"
"-subhanallah: maha suci allah. -alhamdulillah: segala puji bagi allah. -allahu akbar: allah maha besar.","0","103"
"terima kasih ustadz, tiap ada masalah saya replay terus videonya insyaallah jadi amal jariyah ustadz","0","100"
"masyah allah tabarakallah sungguh jelas dan gamblang..","0","54"
"assalamualaikum pak ustadz adi hidayat, salam sehat selalu. setiap kesusahan pasti ada kemudahan aamiin ya allah.","0","113"
"masyaallah, penjelasan ustadz adi hidayat selalu menenangkan hati setiap kata penuh makna dan pengingat bahwa di balik kesulitan selalu ada hadiah dari allah semoga kita semua selalu sabar dan bersyukur","0","202"
"alhamdulillah, jazakallah ustadz... bismillah, bisa ngobrol bareng antum suatu hari ustadz","0","90"
"masyaalloh ustd.adi hidayat semoga sukses slalu dan dimudahkan segala urusannya oleh allah swt","0","94"
"saya sedang di uji sakit berbahaya..ya allah terima kasih atas ujian mu,hanya engkau penentu hidup dan mati hamba.","0","114"
"assalamualaikum ustadz . saya dari lombok . ustadz dan jamaah yg inshaallah d rahmati allah sst. dsngan kerendahan hati saya minta doa nya agar supaya masalah saya segera terselesaikan dan dengan akhir yg baik. terima kasih.","0","224"
"yaallah semoga engkau titipkan amanah anak di tengah keluarga kecil saya,tolong hamba orang lemah","0","97"
"ya allah semoga setelah idul fitri mendapat pekerjaan untuk menafkahi kedua anak yatimku mohon doanya njih pak ustadz","0","117"
"trimksh pak ustadz adi hidayat tausiyah y sngt berarti buat saya","0","64"
"ya allah jadikan rumah tangga kmi samawa,bukakan pintu rezki kami y allah,jdikan suamiku imam yg baik buat ank dan istrinya dunia dan akhirat","0","141"
"alhmdllh y allah ku menagis melihat ini..aku punya masalah semoga allah kasih reward yg indah d suatu hari nanti..","0","114"
"ya allah semoga ngkau mengangkat jrajt kmi yang banyak beban dan kesulitan sesungguhnya kami berlindung kepada mu ya allah berikan jalan keluar dari lilitan hutang kami ya allah aamiin kunfayakun","0","195"
"semua yang di ucapkan beliau memang sesuai kenyataan, terus terang saya akan agak rajin sholat ketika ditimpa masalah, dan berharap segera di kabulkan doanya supaya bisa menyelesaikan masalah itu, tp setelah terselesaikan, akan sering lg untuk menunda sholat dan akhirnya tidak sholat, mungkin karena faktor kecapean juga karena bekerja (kuli proyek, listrik) padahal kalau meninggalkan sholat dalam hati masih ada rasa bersalah dan merasa rugi, tp tetap saja belum bisa istiqomah dan sering meninggalkan sholat, tp ketika ada masalah pasti di paksakan untuk melawan rasa malas sholat itu dan berharap bisa dikabulkan, dan apakah boleh di setiap sholat, di rokaat pertama setelah baca surat al fatihah, baca surat anas, di rokaat ke dua setelah baca surat al fatihah, baca surat al ikhlas, terus terang hanya surat itu yg saya hafal itupun belum hafal artinya, ingin rasanya belajar mengaji dari mulai iqro, supaya bisa membaca alquran, tp sudah terlambat, karena setiap hari waktunya sudah habis untuk berkerja siang malam untuk memenuhi kebutuhan keluarga, mohon pencerahanya pak ustad, kasih saya solusi, supaya bisa menyelesaikan setiap cobaan dan menjalani hidup lebih baik lagi, terus terang bila setelah sholat hati saya lebih tenang,","1","1241"
"masyaallah subhanallah ya allah ada titik terang dalam hidup ini","0","64"
"assalammualaikum ustaz ..lahamdulillah terima kasih atas ceramah ya...amiin amiin ya robbal alamiin","0","99"
"pak ustadz do'akan saya di beri kekuatan dan ikhlas an dalam menghadapi cobaan","0","78"
"ya allah angkatlahpenyakit daya srhatksn daya ansk saya fan dusmi says brzerta keluarga daya days ufah 7 bulan belum lsncar berjslsn katna dyruk ringan srjatksn says ya allah yang msha kuasa amiiiin","1","198"
"ya allah cukupkan hamba dengan rejeki yg halal , juahkan dr yg haram.. ya allah ya rahman ya rohim.. bebaskanlah hamba dr lilitan hutang riba ini..mudahkan rejeki dan urusan hamba..aamiin allahuma aamiin","0","203"
"satu jam berdaging banget, ustadz. masyaallah alhamdulillah","0","59"
"sekarang saya sedang berada di fase bener bener down banget karena masalah yang saya buat sendiri,terjebak pinjol dan sekarang saya bener bener bingung cara melunasinya,saya sudah bener bner pasrah,semoga alloh kuat kan iman dan mental saya ,dan memudah kan saya untuk bisa melunasi hutang hutang saya.. dan semoga alloh senantiasa memudah kan jalan dan niat saya untuk menjadi pribadi yang lebih, baik lagi,dan selalu memberikan saya hidayah..","0","444"
"nge fans bgt pokonya sm ustadz adi the best mudah di cerna mudah dipahami dan yg paling penting praktek nya itu yg menjadi buah","0","127"
"sya lg d uji sakit semoga allah sembuh kan sya secepatnya semoga allah sembuh kan sya tanpa operasi aamiiin","0","107"
"ustad saya sering mengikuti kajian ustad kami mohon ijin untuk mengamalkan nya terima kasih","2","91"
"aku memohon ampunan kepada allah dzat yang maha suci semoga ustadz adi jadi guru aku","0","84"
"keluarga kami lgi di dlm fase ujian ya allah, anak ku sarjana tp sulit mencari pekerjaan ya allah, ak mohon ya allah ada kesulitan dan ada kemudahan, mudahkanlah ya allah kdua anak"" hamba secepatnya mendapatkan pekerjaan yg sesuai dgn bidangnya dan lulusannya sekseskn kdua anak"" hamba di dn akhirat lancarkan rezeki kdua anak"" ya allah aamiin","0","343"
"yak allah angkatlah segala macam penyat kita dari kepala sampai telapak kaki saraf kecefit tenggorokan kering mata yang min agar bisa jernih kembali memandang nya telinga kanan kiri berdeng terus menerus agar bisa terdengar jelas lengan tangan kanan, sampai pundak sakit banget dan telapak kaki kanan kiri tebal banget dan jari jempol kanan yang lebih sakit dan yak allah angkatlah segala macam penyat kita dari kepala sampai telapak kaki dan yak allah sembuh kan semua nya dan yak allah kabulkan lah doa doa ku dan sakitku angkat lah sampai akar nya dan semoga bermanfaat amiin ya robbal allaminn akiru kata wr wb dan kata kata ku harus di perhatikan.","0","652"
"mudah mudahan allah memudahkan urusan hamba mohon doanya sahabat","0","64"
"saya sedang kesusahan .. tpi percaya allah swt pasti bantu","0","58"
"aku memohon ampunan kepada allah yg maha suci aku pengen jadi murid ustadz adi","0","78"
"video 2 tahun yg lalu ..baru muncul diberanda skrg , bukan suatu kebetulan ya allah atas ijin dan ridho mu video ini untuk hambamu ini . makasih ya allah","0","153"
"video 1th yll, tapi saya klik dipagi ini allah tau hambanya yg satu ini sdg banyak pikiran karena musibah tahun lalu. tp hambanya ini selalu mencoba meyakinkan diri bahwa punya allah dan ada allah yg membantu cm ingin lulus dari hutang riba karena musibah itu, semoga allah mampukan hamba mencari rejeki halal utk melunasinya. aamiin","0","333"
"ya allah pak ustadz adi hidayat gag sanggup pak ustadz sama cobaan hidup yg saya rasakan tolong di bantu pak ustadz atas semua segala masalah yang tidak hentinya yg saya rasakan","0","177"
"istiqomah kan lagi bismillah, maafkan aku telah lalai ya allah","0","62"
"ya allah pingin sekali saya belajar makna dan tafsir alqur'an dr surah alfatiha sampai surah annas, agar saya bs faham dan tahu disetiap ayatnya agar saya mencintai alquranandai ustadz. uah baca komen saya ini","0","209"
"ya allah berilah hamba kesabaran untuk menghadapi berbagai cobaan ringankanlah beban kami untuk mendapat hidayah buat anak ku supaya bisa memahami keadaan dan paham agama islam yang sebenarnya islam adalah rohmatalil alamiin kata pak ustad siapapun yang mau berdoa dengan tulus pasti akan di qobul oleh allah swt aamiin saya pengin anak saya beneran paham ya allah aamiin mohon doanya pak ustad dan temen temen yang ada di cenel ini aamiin","0","439"
"asalamualaikum wr wb terimakasih uah semenjak saya nonton ceramah ini membuat saya semakin sadar, tenang dan ridha","0","114"
"sedang merasa hidup tidak semangat lagi padahal allah ga henti henti kssi kenikmatan. kosong pikiran shalat putus putus dan sdg berusaha perbaik diri","0","149"
"ya allah semoga semua masa sulit ini segera lewat semoga semua kesusahan ini segera bar ahir amiin","1","98"
"msyallah.. tabarokallah aamiin ya allah ya rabballallamin trmksh pk ustadz pencerahan y slm dr banten","0","101"
"barakallah,,ya allah sehat kan lah ustad adi hidayat","0","52"
"sya juga dibulan suci ramadhan ini dapat ujian dari allah, berat,,,","0","67"
"ya allah hambamu ini sangat mengerti jika engkau tidak mungkin menguji hambamu lebih dari batas kelebihan hambamu","0","113"
"ya allah lg cape bgt banyak masalah sampe sesek gabisa nafas , tiap tdur gabisa tenang gabisa nyenyak tiap bangun malah sakit kepala . cape bgt ya allah semoga engkau segera memberikan pertolongan","0","196"
"assalamualaikum wr wb, saudara/i ku dimanapun berada, semoga kita selalu dlm lindungannya, semoga aku dapat membahagiakan orang tuaku dan saudaraku dalam waktu dekat. dan semoga aku dapat membantu banyak orang ,aamiin","0","217"
"salam agama islam.semoga bisa inggat.manusia punya dosa cuma sekali.sekurang saya berbepesan jangan di bawa kalau bukan kehendak allah","0","134"
"sy sering mengulang kajian ustadz,trima ksh.mohon do,anya sy di ksh 2 anak berkebutuhan khusus.alhamdulillah yg satu sdh agak baik tp yg satu sangat..sangat..membuat sy sering menangis ( usia 34 th)","0","198"
"alhamdulillah trimakasih pak ustadz atas tuntunanx amin amin amin yaa allah yaa rabbal aalamin","0","94"
"izin save admin video2nya kajiannya, dan jazakumullah khairan ustadz adi hidayat","0","80"
"setinggi apapun ilmu seorang ahli syari'at, bila ia masih dikuasai oleh ego, maka ia masih tertipu oleh kehidupan dunia. ego adalah keyakinan bahwa dirimu wujud dan bersifat. ego inilah satu-satunya penghalang antara manusia dengan allah. selama ego masih menguasaimu, maka dirimu wujud (ada) dan bersifat, sedangkan allah tidak wujud dan tidak bersifat. mulutmu bersaksi (bersyahadat), tapi kesaksianmu adalah palsu. mengapa? karena engkau tidak dapat menyaksikan keesaan wujud dan sifat allah pada segala sesuatu termasuk pada dirimu sendiri. sesungguhnya orang-orang seperti ini masih tergolong sebagai kaum musyrikin. mereka menyekutukan allah, tapi mereka tidak menyadarinya.","1","680"
"ujian untuk orang shaleh....peringatan untuk orang yang hampir jauh dari allah .. dan adzab untuk orang yang sudah melampaui batas dan sangat jauh dari allah","0","157"
"ceramah 2 tahin lalu, tapi masuk ke jiwa saat ini sept'25.","0","58"
"sedang mendaptkan masalah yg belum pernah saya bayangkan semoga ini bukan adzab buat saya semoga ini hanya ujian dan mudah2an saya bisa ikhlas dengan semua ini dan kembali seperti sedia kala .ampuni hambamu ini ya allah","0","219"
"alhamdulillah terima kasih pak ustadz atas pencerahannya","0","56"
"asalamualaikum wrwb, ya allah saat ini rumah tangga sedang mengalami ujian dan kesulitan sya dan suami saya saat ini sedang mengurus orang tua yang sedang sakit parah, dia bukan ortu kandung kami melainkan orang yang sudah 4 tahun ikut bersama kami, anak kandungnya dan saudaranya tidak mau mengurus dan saat ini kami sedang berusa cari pengobatan untuk beliau ya allah hamba minta di lapangkan dada kami di berikan ketabahan dan kesabaran dalam kesulitan ini ya allah aku yakin di balik semua ujian ini ada kebaikan yang engkau persiapkan untuk keluarga kami","0","559"
"bismillah ya allah hari ini ada panggilan kerja semoga lancar amiin dan semoga keterima udah setahun belum dapet kerja kasian orangtua ku","0","137"
"kapan saya merasakan bahagia yh allah, saya ingin keluarga saya punya rumah, saya mau orgtua saya bener bener jadi orgtua","0","121"
"minggu lalu saya diuji dengan keguguran. dalam tangis menghadapi pendarahan saat itu, saya istigfar dan berdoa, ya allah kalau ada harapan saya mempertahankan kehamilan saya, maka kuatkanlah, dan kalau memang harus keguguran, mudahkanlah prosesnya. alhamdulillah, allah selalu menepati janjinya, meskipun hambanya selalu berdosa dan menzalimi diri sendiri, dia tetap menyayangi hambanya. biidznillah kehamilan saya keluar dengan sendirinya tanpa tindakan yang sulit. saya sangat sedih saat itu harus merelakan kehamilan saya, tapi dibalik kesedihan allah berikan kemudahan dan hikmah dari kejadian ini.","0","602"
"terimakasih ustadz masyaallah... ilmunya sangat bermanfaat ustadz sehat selalu ustadz","0","85"
"4 bulan sakit, sudah bolak balik rs qodarallah belum ketemu obatnya, mohon doa ustad untuk kesembuhan saya supaya lekas pulih seperti sediakala sebelum sakit ini.aamiin","1","168"
"putar ulang lagi ustadz izin untuk ilmunya trimakasih","0","53"
"ustadz adi hidayat tolong kesini klaten jawa tengah","0","51"
"semoga segera diberikan rezeki kesembuhan dari allah swt ya kak.. saya doa kan kakak diberikan kekuatan dan kesabaran yang cukup untuk bertahan dan semangat selalu..","0","165"
"assalamu'alaikum ustadz sy lg dalam kesusahan tlg doakan supaya lancarkan rezekinya amiin","0","89"
"saya sedang diuji ibu sakit,. mohon doa nya untuk ibu saya ya allah lembutkanlah hati bapak ku dan sadarkan atas semua yang dilakukan dikehidupan keluarganya sendiri lebih dekat beliau kepadamu ya rabb","0","201"
"gw pergi ke psikolog kena diagnosa depresi. tonton ini sampai tuntas, mikir: iya juga.. masalah gw yang dulu2 juga akhirnya bisa gw lewati. makasih, ustadz.","0","156"
"jujur sya bermimpi ustad adi hidayat,singkat cerita ustad adi sya ajak main kerumah sya,dn ustad pun mau,tentu sya bangga,pas menuju kerumah sya,kebetulan jln lgi cor,dlm mimpi itu ustad bawa sepeda sambil di tuntub,sya bilang ustad speda nya dititipin di rumah tetangga ajh insa allah aman sya bilang..disitu kita lnjut jln kaki menuju kerumah,eh pas di jalan ustad dikerumuni bnyak org,smpay sya kehilangan jejak,disitu lah sya nangis histeris,sya cri kmana mna krumah ttga masuk gx ktmu2,smpi sya sperti org gillaa,jalan sambil nangis sambil memanggil memanggil nma ustad dn nma anak nya nikah,pda hal sya gx tau nma asli anak ustad,smoga ustad beserta kluarga nya slalu dlm lindungan allah dn smoga putra putri ustad menjadi anak yg sholeh/sholehah amiiin","0","759"
"untuk penjudi yang baru hijrah tolong tela'ah omongan uah yang mengatakan di awal video, bahwa ketenangan itu lebih baik dari pada harta yang berlimpah","1","151"
"asaslmulaikum ustadz tolong kesini di klaten jawa tengah","0","56"
"mohon doanya saudara/i semuslim, semoga saya selalu diberi allah kekuatan ketenangan hati, dari orang2 yang memperolok2an mencela membully saya percaya allah maha mengetahui lagi maha melihat apa yang terjadi pada hamba-hamba-nya, hamba ini hanya seorang yang sedang berusaha lebih baik dalam menjalankan perintah allah dan menjauhi larangan-nya, dan ujian berupa manusia2 yang melontarkan ucapan jahat dibelakang saya bahkan bergosip membuat saya bersedih, semoga allah menolong saya dari kesedihan ini aamiin","1","510"
"amiin yaa allahogaa ku sabarr jalanii dniaa sekeras in mkasii ustadd","0","68"
"utk semuanya yg mengalami kesulitan insyaallah pasti di berikan jalan keluarnya,, aamiin ya robbal allamin","1","106"
"semoga allah memudahkan sy untuk bisa membayar hutang.","0","54"
"ya allah permudah jodoh untuk kakak hamba biar hamba bisa ikut cepat menikah","0","76"
"iya pak ustadz ,,gelap..itu tak bisa..memandang..serta menghapal...bisa..km ucapkan..iya..nabi...iya..rooosyul...alloh.","0","119"
"saat ini lg hamil muda, tiba tiba dikasih nikmat sakit mata. semoga setelah ini allah mengampuni dosa saya..aamiin","0","114"
"assalamualaikum psk ustad ssya sedang diksh ujisn sana allah dgn sakit struk ringsnbudsh hsmpir 1tahun dab segala ihtisr sudsh dikskuksn kensna sajaxdsnbpdcakhirnyazsayaxminta,ssna allah alhamdulillah pikiranbhd tensngvtp kadang hati ini gsk sabaran pengen segera srmbuh dan mau ngurusin susmi ansk dan ibu yg lg sakit oak ustad mhn penjelassnnta tp alhamdulillah ssyacmenemujan tausiah dari pakbustad dan alhamdulillah sekatang saya tebsng dansaya,sershksn semuanya,sama sllah psk ystad terimajdh byk atas oencerahan yg pskbustad ksh tshu semuanya insya allsh saya ajan mengikuti spa yg dussranksn sama psk ustad terima ksh byk atas semua penjelassnnya pak ustad assalsmuaikum","0","677"
"berikut adalah intisari artinya menurut perspektif syariat: pendidik yang bijak: menurut ibnu abbas, rabbani adalah mereka yang mendidik manusia dengan ilmu-ilmu yang mendasar sebelum meningkat ke ilmu yang sulit. ia adalah sosok yang sabar dalam membimbing umat (tafsir al-qur'an al-azhim). penyembah tuhan (allah): secara bahasa, kata ini berakar dari kata rabb (tuhan). maka, rabbaniyyin adalah orang-orang yang murni menyembah allah, tidak menyekutukan-nya, dan seluruh hidupnya didedikasikan untuk ketaatan kepada-nya (kajian surah ali imran: 79). penguasa ilmu dan hukum: mereka adalah ulama yang tidak hanya hafal teori, tetapi juga memahami hikmah di balik syariat serta memiliki otoritas dalam memutuskan perkara agama dengan adil (kbbi - rabbani). keseimbangan teori dan praktik: seorang rabbani dicirikan dengan kesesuaian antara perkataan dan perbuatannya. mereka mengamalkan apa yang mereka ajarkan. istilah ini populer dalam al-qur'an surah ali imran ayat 79, yang mengajak manusia untuk menjadi ""hamba-hamba tuhan yang setia"" (kunu rabbaniyyin","0","1058"
"saya mengalami ujian drmh tangga saya sama suami kami ditipu dan saat ini suami saya diberhentikan kerja ini yg berat banget smoga ini cpt berlalu d angkt allah derajat kluarga kami aamiin","0","188"
"kajian ini di download..saat dititik berkecil harapan..selalu dngar inu","0","71"
"assalamu'alaikum ustadz hidayat yang saya hormati saya mau bertanya sedikit, apakah boleh saya download ceramah ustadz kemudian saya modifikasi sedikit, akan tetapi isi suara ceramah nya masih utuh, kemudian saya upload ke konten saya, sekian dan terima kasih ustadz wassalam mualaikum warahmatullahi wabarakatuh","2","312"
"saya dalam fase ini ya allah lgi hancur kesulitan bgt di saat saya ini gk kerja dan saya masih harus ngasih bulanan ke orang tua saya gk tau harus bner berfikir pengen nangis sekenceng kenceng nya gk ada temen sodara saya sendri tak pendem","0","239"
"yaallah tolong lah masalah saya byk sekali semoga anak saya naik derajadnya","0","75"
"saya lagi di uji anak saya sakit suda mau enam bulan belum sembuh semoga allah menyembuhkan anaksaya","0","100"
"kebetulan saya tinggal d luar negri..kesulitan dalam rumah tangga itu pasti ada.. ujian ada d kehidupan saya.. dulu pengen punya sim kendaraan susah nya ampuun rumit d luar negri..9 tahun berdoa allah kobulkan..setelah punya sim alhmdullah semua nya baik baik saja dari ekonomi kasih sayang suami semua y baik baik sajatetapi hidup ini penuh berjuta dengan ujian dan bagai mana kita menanggapi y dengan ke ikhlasan ke sobaran menerima taqdir ..setelah d uji dengan sim allah uji lg dengan anak.. ujian sangat sulit tetapi jika bergantung dengan allah hikmah nya liar biasa masyallah","0","582"
"aku saat lagi merasakan, wal-laili iza saja, bener merasakan gelap gak tau harus bagaimana.","0","91"
"terimakasih tausyiahnya ustadz...smg sy selalu ketenangan..dlm menghadapi berbagai masalah .dg beban yg berat.smg allah mengangkatvderajat kami..amiin..","0","152"
"izin share ustadz terimakasih banyak pencerahan nya.","0","52"
"yahya isa nabi allah salam salam warohmatulloh wabarokaatuhu","0","60"
"1 bulan ini saya fokus beribadah dan trus berdoa kepada allah swt....karna saya banyak utang sebanyak 20 juta ....aaya berdoa trus sampai nangis dan puncaknya tanggal 10 juli 2025 batas pembayaran dan saya pun menunggu jalan nya ke depan.... saya serahkan semua pada allah","0","272"
